compound_id	BIOCHEMICAL	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG
CPD000843	tiglyl carnitine (C5)	LC/MS Pos Early	100001597	2962	244.1543	22833596	64191-86-2	
CPD000844	tramadol	LC/MS Pos Late	100006381	760	264.1958	33741	27203-92-5	C07153
CPD000845	trans-2-hexenoylglycine	LC/MS Neg	100019884	2707	170.0823			
CPD000846	trans-3,4-methyleneheptanoate	LC/MS Neg	100006651	3807	141.0921			
CPD000847	hydroxyproline	LC/MS Pos Early	1001	1064	132.0655	5810	51-35-4	C01157
CPD000848	trans-urocanate	LC/MS Pos Early	537	2285	139.0502	736715	104-98-3	C00785
CPD000849	tridecenedioate (C13:1-DC)*	LC/MS Neg	100002199	3051	241.1445			
CPD000850	trigonelline (N'-methylnicotinate)	LC/MS Pos Early	100001092	1388	138.055	5570	535-83-1	C01004
CPD000851	trimethylamine N-oxide	LC/MS Pos Early	100003397	2100	76.0757	1145	1184-78-7	C01104
CPD000852	tryptophan	LC/MS Pos Early	565	2986	205.0972	6305	73-22-3	C00078
CPD000853	tryptophan betaine	LC/MS Pos Early	100001743	2673	247.1441	442106	20671-76-5	C09213
CPD000854	tyramine O-sulfate	LC/MS Neg	100006092	1565	216.0336	153005	30223-92-8	
CPD000855	tyrosine	LC/MS Pos Early	815	2430	182.0812	6057	60-18-4	C00082
CPD000856	umbelliferone sulfate	LC/MS Neg	100006282	2440	240.9812	129659	69526-88-1	
CPD000857	undecanedioate (C11-DC)	LC/MS Neg	100001617	2440	215.1289	15816	1852-04-6	
CPD000858	undecenoylcarnitine (C11:1)	LC/MS Pos Late	100021131	1069	328.2482			
CPD000859	uracil	LC/MS Polar	825	1089.7	111.02	1174	66-22-8	C00106
CPD000860	urate	LC/MS Neg	1134	757.1	167.0211	1175	69-93-2;120K5305	C00366
CPD000861	urea	LC/MS Pos Early	533	700	121.072	1176	57-13-6	C00086
CPD000862	uridine	LC/MS Neg	535	1457.6	243.0623	6029	58-96-8	C00299
CPD000863	ursodeoxycholate	LC/MS Neg	1135	5055	391.2854	31401	128-13-2	C07880
CPD000864	valine	LC/MS Neg	566	909.4	116.0717	6287	72-18-4	C00183
CPD000865	valylleucine	LC/MS Pos Early	100003210	3138	231.1703	352039	22906-55-4	
CPD000866	vanillactate	LC/MS Neg	100006129	1625	211.0612	160637	2475-56-1	
CPD000867	vanillic acid glycine	LC/MS Neg	100021363	1682	224.0564	3083688		
CPD000868	vanillic alcohol sulfate	LC/MS Neg	100006125	1808	233.0125		754920-02-0	
CPD000869	vanillylmandelate (VMA)	LC/MS Neg	1111	941	197.0456	1245	55-10-7	C05584
CPD000870	venlafaxine	LC/MS Pos Late	100002807	848	278.2115	5656	93413-69-5	C07187
CPD000871	warfarin	LC/MS Pos Late	100004175	1096	309.1121		5543-57-7	C01541
CPD000872	xanthine	LC/MS Polar	1004	2023	151.0262	1188	69-89-6	C00385
CPD000873	xanthosine	LC/MS Neg	100000299	1075	283.0684	64959	146-80-5	C01762
CPD000874	xanthurenate	LC/MS Pos Early	100000015	2236	206.0448	5699	59-007	C02470
CPD000875	ximenoylcarnitine (C26:1)*	LC/MS Pos Late	100015836	1607	538.483			
CPD000876	xylose	LC/MS Polar	826	1727	195.051	135191	609-06-3	C00181
CPD000877	zolpidem	LC/MS Pos Early	100004174	3346	308.1757		82626-48-0	
CPD000878	X - 07765	LC/MS Neg						
CPD000879	X - 10458	LC/MS Neg						
CPD000880	X - 11261 - retired for cis-3,4-methyleneheptanoyl carnitine	LC/MS Pos Late						
CPD000881	X - 11299	LC/MS Neg						
CPD000882	X - 11308	LC/MS Neg						
CPD000883	X - 11315	LC/MS Neg						
CPD000884	X - 11381	LC/MS Neg						
CPD000885	X - 11441	LC/MS Neg						
CPD000886	X - 11442	LC/MS Neg						
CPD000887	X - 11444	LC/MS Neg						
CPD000888	X - 11470	LC/MS Neg						
CPD000889	X - 11478	LC/MS Neg						
CPD000890	X - 11483	LC/MS Neg						
CPD000891	X - 11522	LC/MS Neg						
CPD000892	X - 11530	LC/MS Neg						
CPD000893	X - 11632	LC/MS Neg						
CPD000894	X - 11787	LC/MS Pos Early						
CPD000895	X - 11795	LC/MS Pos Early						
CPD000896	X - 11843	LC/MS Neg						
CPD000897	X - 11847	LC/MS Neg						
CPD000898	X - 11849	LC/MS Neg						
CPD000899	X - 11850	LC/MS Neg						
CPD000900	X - 11852	LC/MS Neg						
CPD000901	X - 11858	LC/MS Neg						
CPD000902	X - 11880	LC/MS Neg						
CPD000903	X - 11979	LC/MS Neg						
CPD000904	X - 12007	LC/MS Neg						
CPD000905	X - 12013	LC/MS Neg						
CPD000906	X - 12015	LC/MS Neg						
CPD000907	X - 12026	LC/MS Neg						
CPD000908	X - 12100	LC/MS Pos Early						
CPD000909	X - 12101	LC/MS Pos Early						
CPD000910	X - 12104	LC/MS Pos Early						
CPD000911	X - 12111	LC/MS Neg						
CPD000912	X - 12112	LC/MS Pos Early						
CPD000913	X - 12117	LC/MS Pos Early						
CPD000914	X - 12126	LC/MS Neg						
CPD000915	X - 12127	LC/MS Pos Early						
CPD000916	X - 12193	LC/MS Neg						
CPD000917	X - 12216	LC/MS Neg						
CPD000918	X - 12221	LC/MS Neg						
CPD000919	X - 12261	LC/MS Neg						
CPD000920	X - 12283	LC/MS Pos Early						
CPD000921	X - 12306	LC/MS Neg						
CPD000922	X - 12407	LC/MS Neg						
CPD000923	X - 12410	LC/MS Neg						
CPD000924	X - 12411	LC/MS Neg						
CPD000925	X - 12462	LC/MS Pos Early						
CPD000926	X - 12524 - retired for 2,4-di-tert-butylphenol	LC/MS Neg						
CPD000927	X - 12544	LC/MS Neg						
CPD000928	X - 12680	LC/MS Pos Early						
CPD000929	X - 12701	LC/MS Neg						
CPD000930	X - 12707	LC/MS Neg						
CPD000931	X - 12714	LC/MS Neg						
CPD000932	X - 12718	LC/MS Neg						
CPD000933	X - 12726	LC/MS Neg						
CPD000934	X - 12729	LC/MS Neg						
CPD000935	X - 12730	LC/MS Neg						
CPD000936	X - 12731	LC/MS Neg						
CPD000937	X - 12738	LC/MS Neg						
CPD000938	X - 12740	LC/MS Neg						
CPD000939	X - 12798	LC/MS Pos Early						
CPD000940	X - 12812	LC/MS Neg						
CPD000941	X - 12816	LC/MS Neg						
CPD000942	X - 12818	LC/MS Neg						
CPD000943	X - 12822	LC/MS Neg						
CPD000944	X - 12844	LC/MS Neg						
CPD000945	X - 12847	LC/MS Neg						
CPD000946	X - 12849	LC/MS Neg						
CPD000947	X - 12906	LC/MS Neg						
CPD000948	X - 13431	LC/MS Pos Late						
CPD000949	X - 13507	LC/MS Pos Early						
CPD000950	X - 13553	LC/MS Neg						
CPD000951	X - 13684	LC/MS Pos Early						
CPD000952	X - 13695	LC/MS Neg						
CPD000953	X - 13723	LC/MS Neg						
CPD000954	X - 13728	LC/MS Neg						
CPD000955	X - 13729	LC/MS Neg						
CPD000956	X - 13835	LC/MS Neg						
CPD000957	X - 13844	LC/MS Neg						
CPD000958	X - 13846	LC/MS Neg						
CPD000959	X - 13866	LC/MS Neg						
CPD000960	X - 14056	LC/MS Pos Early						
CPD000961	X - 14082	LC/MS Neg						
CPD000962	X - 14939	LC/MS Neg						
CPD000963	X - 15220	LC/MS Neg						
CPD000964	X - 15461	LC/MS Pos Early						
CPD000965	X - 15469 - retired for 3-hydroxyoctanoylcarnitine (1)	LC/MS Pos Late						
CPD000966	X - 15486	LC/MS Neg						
CPD000967	X - 15492	LC/MS Neg						
CPD000968	X - 15503	LC/MS Neg						
CPD000969	X - 15666	LC/MS Pos Early						
CPD000970	X - 15674	LC/MS Neg						
CPD000971	X - 15728	LC/MS Neg						
CPD000972	X - 16087	LC/MS Neg						
CPD000973	X - 16124	LC/MS Neg						
CPD000974	X - 16397	LC/MS Pos Early						
CPD000975	X - 16570 - retired for cis-3,4-methyleneheptanoyl glycine	LC/MS Neg						
CPD000976	X - 16576	LC/MS Neg						
CPD000977	X - 16580	LC/MS Pos Early						
CPD000978	X - 16935	LC/MS Neg						
CPD000979	X - 16938	LC/MS Neg						
CPD000980	X - 16944 - retired for cis-3,4-methyleneheptanoic acid	LC/MS Neg						
CPD000981	X - 16946	LC/MS Neg						
CPD000982	X - 16964	LC/MS Neg						
CPD000983	X - 17010	LC/MS Neg						
CPD000984	X - 17162	LC/MS Pos Late						
CPD000985	X - 17185	LC/MS Neg						
CPD000986	X - 17301	LC/MS Pos Early						
CPD000987	X - 17325	LC/MS Neg						
CPD000988	X - 17328	LC/MS Pos Late						
CPD000989	X - 17335	LC/MS Pos Late						
CPD000990	X - 17340	LC/MS Neg						
CPD000991	X - 17343	LC/MS Neg						
CPD000992	X - 17346	LC/MS Neg						
CPD000993	X - 17351	LC/MS Neg						
CPD000994	X - 17353	LC/MS Neg						
CPD000995	X - 17354	LC/MS Neg						
CPD000996	X - 17357	LC/MS Neg						
CPD000997	X - 17361	LC/MS Neg						
CPD000998	X - 17367	LC/MS Neg						
CPD000999	X - 17438	LC/MS Neg						
CPD001000	X - 17612	LC/MS Neg						
CPD001001	X - 17653	LC/MS Neg						
CPD001002	X - 17654	LC/MS Neg						
CPD001003	X - 17655	LC/MS Neg						
CPD001004	X - 17676	LC/MS Neg						
CPD001005	X - 17685	LC/MS Neg						
CPD001006	X - 17686	LC/MS Neg						
CPD001007	X - 17690	LC/MS Neg						
CPD001008	X - 17692	LC/MS Neg						
CPD001009	X - 18240	LC/MS Neg						
CPD001010	X - 18345	LC/MS Neg						
CPD001011	X - 18779	LC/MS Neg						
CPD001012	X - 18886	LC/MS Neg						
CPD001013	X - 18887	LC/MS Neg						
CPD001014	X - 18888	LC/MS Neg						
CPD001015	X - 18901	LC/MS Neg						
CPD001016	X - 18913	LC/MS Neg						
CPD001017	X - 18921	LC/MS Neg						
CPD001018	X - 18922	LC/MS Neg						
CPD001019	X - 19141	LC/MS Neg						
CPD001020	X - 19183	LC/MS Neg						
CPD001021	X - 19438	LC/MS Neg						
CPD001022	X - 21258	LC/MS Neg						
CPD001023	X - 21285	LC/MS Neg						
CPD001024	X - 21286	LC/MS Neg						
CPD001025	X - 21310	LC/MS Neg						
CPD001026	X - 21312	LC/MS Neg						
CPD001027	X - 21319	LC/MS Neg						
CPD001028	X - 21339	LC/MS Neg						
CPD001029	X - 21342	LC/MS Neg						
CPD001030	X - 21353	LC/MS Neg						
CPD001031	X - 21364	LC/MS Neg						
CPD001032	X - 21383	LC/MS Neg						
CPD001033	X - 21410	LC/MS Neg						
CPD001034	X - 21441	LC/MS Neg						
CPD001035	X - 21442	LC/MS Neg						
CPD001036	X - 21448	LC/MS Neg						
CPD001037	X - 21467	LC/MS Neg						
CPD001038	X - 21470	LC/MS Neg						
CPD001039	X - 21471	LC/MS Neg						
CPD001040	X - 21607	LC/MS Neg						
CPD001041	X - 21733	LC/MS Neg						
CPD001042	X - 21736	LC/MS Neg						
CPD001043	X - 21740	LC/MS Neg						
CPD001044	X - 21742	LC/MS Neg						
CPD001045	X - 21752	LC/MS Neg						
CPD001046	X - 21796	LC/MS Neg						
CPD001047	X - 21803	LC/MS Neg						
CPD001048	X - 21807	LC/MS Neg						
CPD001049	X - 21815	LC/MS Neg						
CPD001050	X - 21821	LC/MS Neg						
CPD001051	X - 21829	LC/MS Neg						
CPD001052	X - 21830	LC/MS Neg						
CPD001053	X - 21834	LC/MS Neg						
CPD001054	X - 21842	LC/MS Neg						
CPD001055	X - 21959	LC/MS Neg						
CPD001056	X - 22162	LC/MS Pos Early						
CPD001057	X - 22508	LC/MS Neg						
CPD001058	X - 22509	LC/MS Neg						
CPD001059	X - 22519 - retired for 3-hydroxyoctanoylcarnitine (2)	LC/MS Pos Early						
CPD001060	X - 22771	LC/MS Neg						
CPD001061	X - 22776	LC/MS Neg						
CPD001062	X - 23276	LC/MS Neg						
CPD001063	X - 23587	LC/MS Pos Early						
CPD001064	X - 23590 - retired for N-acetyl-L-2-aminoadipic acid	LC/MS Pos Early						
CPD001065	X - 23593	LC/MS Pos Early						
CPD001066	X - 23636	LC/MS Pos Early						
CPD001067	X - 23639	LC/MS Pos Early						
CPD001068	X - 23641	LC/MS Pos Late						
CPD001069	X - 23644	LC/MS Pos Early						
CPD001070	X - 23648	LC/MS Pos Early						
CPD001071	X - 23655	LC/MS Pos Early						
CPD001072	X - 23659	LC/MS Pos Early						
CPD001073	X - 23662	LC/MS Pos Early						
CPD001074	X - 23665	LC/MS Pos Early						
CPD001075	X - 23666	LC/MS Pos Early						
CPD001076	X - 23678	LC/MS Pos Late						
CPD001077	X - 23680	LC/MS Pos Late						
CPD001078	X - 23739	LC/MS Pos Early						
CPD001079	X - 23780	LC/MS Pos Early						
CPD001080	X - 23782	LC/MS Pos Late						
CPD001081	X - 23890	LC/MS Neg						
CPD001082	X - 23974	LC/MS Neg						
CPD001083	X - 23997	LC/MS Pos Early						
CPD001084	X - 24241	LC/MS Pos Early						
CPD001085	X - 24295	LC/MS Neg						
CPD001086	X - 24306	LC/MS Neg						
CPD001087	X - 24307	LC/MS Neg						
CPD001088	X - 24328	LC/MS Neg						
CPD001089	X - 24334	LC/MS Neg						
CPD001090	X - 24337	LC/MS Neg						
CPD001091	X - 24344	LC/MS Neg						
CPD001092	X - 24411	LC/MS Pos Early						
CPD001093	X - 24422	LC/MS Pos Early						
CPD001094	X - 24455 	LC/MS Pos Early						
CPD001095	X - 24456	LC/MS Pos Early						
CPD001096	X - 24462	LC/MS Pos Early						
CPD001097	X - 24473	LC/MS Pos Early						
CPD001098	X - 24475	LC/MS Pos Early						
CPD001099	X - 24494	LC/MS Neg						
CPD001100	X - 24518	LC/MS Pos Early						
CPD001101	X - 24541	LC/MS Neg						
CPD001102	X - 24544	LC/MS Neg						
CPD001103	X - 24546	LC/MS Neg						
CPD001104	X - 24549	LC/MS Neg						
CPD001105	X - 24556	LC/MS Neg						
CPD001106	X - 24565	LC/MS Neg						
CPD001107	X - 24571	LC/MS Neg						
CPD001108	X - 24585	LC/MS Pos Early						
CPD001109	X - 24588	LC/MS Neg						
CPD001110	X - 24699	LC/MS Pos Early						
CPD001111	X - 24728	LC/MS Pos Early						
CPD001112	X - 24736	LC/MS Pos Early						
CPD001113	X - 24757	LC/MS Neg						
CPD001114	X - 24762	LC/MS Neg						
CPD001115	X - 24811	LC/MS Pos Early						
CPD001116	X - 24812	LC/MS Pos Early						
CPD001117	X - 24849	LC/MS Neg						
CPD001118	X - 24947	LC/MS Neg						
CPD001119	X - 24949	LC/MS Neg						
CPD001120	X - 24951	LC/MS Neg						
CPD001121	X - 24970	LC/MS Pos Early						
CPD001122	X - 25172	LC/MS Pos Early						
CPD001123	X - 25265	LC/MS Pos Early						
CPD001124	X - 25267	LC/MS Pos Early						
CPD001125	X - 25271	LC/MS Pos Early						
CPD001126	X - 25279	LC/MS Neg						
CPD001127	X - 25343	LC/MS Pos Early						
CPD001128	X - 25371	LC/MS Neg						
CPD001129	X - 25417	LC/MS Pos Early						
CPD001130	X - 25419	LC/MS Pos Early						
CPD001131	X - 25420	LC/MS Pos Early						
CPD001132	X - 25422	LC/MS Pos Early						
CPD001133	X - 25433	LC/MS Neg						
CPD001134	X - 25468	LC/MS Neg						
CPD001135	X - 25503	LC/MS Neg						
CPD001136	X - 25519	LC/MS Pos Early						
CPD001137	X - 25520	LC/MS Pos Early						
CPD001138	X - 25617	LC/MS Neg						
CPD001139	X - 25790	LC/MS Pos Early						
CPD001140	X - 25810	LC/MS Pos Early						
CPD001141	X - 25828	LC/MS Pos Early						
CPD001142	X - 25948	LC/MS Pos Early						
CPD001143	X - 25957	LC/MS Pos Early						
