compound_id	BIOCHEMICAL	PATHWAY SORTORDER	SUPER_PATHWAY	SUB_PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
CPD000558	cis-4-decenoylcarnitine (C10:1)	1801	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	38178	LC/MS Pos Late	100002259	1057	314.2326		98930-66-6		
CPD000559	citalopram N-oxide*	5545	Xenobiotics	Drug - Psychoactive	62476	LC/MS Pos Late	100020792	905	341.166	10068142		C16607	HMDB60654
CPD000560	citalopram/escitalopram	5553	Xenobiotics	Drug - Psychoactive	40459	LC/MS Pos Late	100003444	908	325.1711	146570	219861-08-2	D07913	HMDB05028
CPD000561	clarithromycin	5218	Xenobiotics	Drug - Antibiotic	64117	LC/MS Pos Late	100020873	1078	748.4842		81103-11-9	D00276,C06912	HMDB15342
CPD000562	daruvir	5286	Xenobiotics	Drug - Antiviral	63290	LC/MS Pos Late	100020927	981	548.2425	213039	206361-99-1	D03656	HMDB15393
CPD000563	De(carboxymethoxy) cetirizine acetic acid	5591	Xenobiotics	Drug - Respiratory	64199	LC/MS Pos Late	100021782	988	345.1364		942193-17-1		
CPD000564	decanoylcarnitine (C10)	1784	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	33941	LC/MS Pos Late	100001251	1130	316.2482	10245190	1492-27-9		HMDB00651
CPD000565	deoxycholate	3347	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Pos Late	302	1415	357.2788	222528	83-44-3	C04483	HMDB00626
CPD000566	desmethylcitalopram*	5547	Xenobiotics	Drug - Psychoactive	62477	LC/MS Pos Late	100020790	880	311.1554	162180		C16608	HMDB14021,HMDB60576
CPD000567	didesmethylcitalopram*	5548	Xenobiotics	Drug - Psychoactive	62478	LC/MS Pos Late	100020791	876	297.1398				
CPD000568	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	1816	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57521	LC/MS Pos Late	100015840	1392	450.3578				
CPD000569	dihomo-linoleoylcarnitine (C20:2)*	1814	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57520	LC/MS Pos Late	100015839	1436	452.3734				
CPD000570	diltiazem	5361	Xenobiotics	Drug - Cardiovascular	42981	LC/MS Pos Late	100004015	888	415.1686	39186	33286-22-5	C06958	HMDB14487
CPD000571	diphenhydramine	5592	Xenobiotics	Drug - Respiratory	38669	LC/MS Pos Late	100002732	911	256.1696	3100	147-24-0	C06960	HMDB01927
CPD000572	diphenoxylate	5427	Xenobiotics	Drug - Gastrointestil	64141	LC/MS Pos Late	100020682	1093	453.2537	13505		D07861,C07872	HMDB15213
CPD000573	docosahexaenoylcarnitine (C22:6)*	1823	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57523	LC/MS Pos Late	100015845	1349	472.3422				
CPD000574	docosahexaenoylcholine	1868	Lipid	Fatty Acid Metabolism (Acyl Choline)	53263	LC/MS Pos Late	100009333	1378	414.3367				
CPD000575	docosapentaenoylcarnitine (C22:5n3)*	1821	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57529	LC/MS Pos Late	100015851	1387	474.3578				
CPD000576	donepezil	5527	Xenobiotics	Drug - Neurological	64125	LC/MS Pos Late	100020877	814	380.222	3152	120014-06-4	D07869	HMDB05041
CPD000577	doxycycline	5233	Xenobiotics	Drug - Antibiotic	39273	LC/MS Pos Late	100003009	829	445.1606		24390-14-5		
CPD000578	eicosenoylcarnitine (C20:1)*	1808	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	57519	LC/MS Pos Late	100015838	1484	454.3891				
CPD000579	elapril	5399	Xenobiotics	Drug - Cardiovascular	52949	LC/MS Pos Late	100008948	900	377.2071	3222	75847-73-3		
CPD000580	ezetimibe	5476	Xenobiotics	Drug - Metabolic	52955	LC/MS Pos Late	100008965	1078	392.1457		163222-33-1		
CPD000581	fexofedine	5594	Xenobiotics	Drug - Respiratory	42021	LC/MS Pos Late	100004018	944	502.2952	3348	83799-24-0	C06999	HMDB05030
CPD000582	fluoxetine	5536	Xenobiotics	Drug - Psychoactive	44619	LC/MS Pos Late	1382	1025	310.1413	3386	59333-67-4	D00326	
CPD000583	gamma-tocopherol/beta-tocopherol	4237	Cofactors and Vitamins	Tocopherol Metabolism	52473	LC/MS Pos Late	100008998	2384	416.3643				
CPD000584	glycodeoxycholate	3355	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Pos Late	100000436	1302	450.3214	3035026	360-65-6	C05464	HMDB00631
CPD000585	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	2961	Lipid	Hexosylceramides (HCER)	57595	LC/MS Pos Late	100015882	3414	756.6348				
CPD000586	glycosyl ceramide (d18:1/23:1, d17:1/24:1)*	2964	Lipid	Hexosylceramides (HCER)	57448	LC/MS Pos Late	100015751	3667	796.6661				
CPD000587	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	2965	Lipid	Hexosylceramides (HCER)	57453	LC/MS Pos Late	100015745	3380	808.6661				
CPD000588	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	2947	Lipid	Hexosylceramides (HCER)	57444	LC/MS Pos Late	100015752	3839	826.6767				
CPD000589	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	2951	Lipid	Hexosylceramides (HCER)	57421	LC/MS Pos Late	100015625	3420	782.6505				
CPD000590	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	2940	Lipid	Hexosylceramides (HCER)	53013	LC/MS Pos Late	100009272	2623	700.5722				
CPD000591	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	2941	Lipid	Hexosylceramides (HCER)	52234	LC/MS Pos Late	100001882	3053	728.6035				
CPD000592	hexadecasphingosine (d16:1)*	3050	Lipid	Sphingosines	57428	LC/MS Pos Late	100015723	1289	272.2584				
CPD000593	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	2987	Lipid	Sphingomyelins	62851	LC/MS Pos Late	100021000	2056	719.5698				
CPD000594	L-urobilin	4268	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	40173	LC/MS Pos Late	100002568	901	595.349	5280818	34217-90-8	C05793	HMDB04159
CPD000595	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	2973	Lipid	Lactosylceramides (LCER)	57422	LC/MS Pos Late	100015623	3842	946.7189				
CPD000596	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	2974	Lipid	Lactosylceramides (LCER)	57370	LC/MS Pos Late	100015620	3778	972.7346				
CPD000597	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	2970	Lipid	Lactosylceramides (LCER)	53010	LC/MS Pos Late	100009030	2527	862.625		4201-62-1		
CPD000598	lamotrigine	5508	Xenobiotics	Drug - Neurological	54762	LC/MS Pos Late	100009390	763	256.0151	3878		D00354	HMDB14695,HMDB05043
CPD000599	laurylcarnitine (C12)	1785	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	34534	LC/MS Pos Late	100001392	1235	344.2795	10427569	25518-54-1		HMDB02250
CPD000600	lignoceroyl sphingomyelin (d18:1/24:0)	2991	Lipid	Sphingomyelins	57330	LC/MS Pos Late	100006298	3437	815.7001		60037-60-7		
CPD000601	lignoceroylcarnitine (C24)*	1793	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57515	LC/MS Pos Late	100015834	1603	512.4673				
CPD000602	linolenoylcarnitine (C18:3)*	1813	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57511	LC/MS Pos Late	100015831	1310	422.3265				
CPD000603	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	2832	Lipid	Diacylglycerol	54955	LC/MS Pos Late	100010922	2590	658.5405				
CPD000604	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	2833	Lipid	Diacylglycerol	54956	LC/MS Pos Late	100010923	2650	658.5405				
CPD000605	linoleoylcarnitine (C18:2)*	1812	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	46223	LC/MS Pos Late	100003151	1430	424.3421	6450015	36816-10-1		HMDB06469
CPD000606	linoleoylcholine*	1865	Lipid	Fatty Acid Metabolism (Acyl Choline)	57463	LC/MS Pos Late	100015760	1388	366.3367				
CPD000607	losartan	5394	Xenobiotics	Drug - Cardiovascular	64102	LC/MS Pos Late	100020909	910	423.1695		114798-26-4		
CPD000608	margaroylcarnitine (C17)*	1789	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57512	LC/MS Pos Late	100004054	1424	414.3578		106182-29-0		HMDB06210
CPD000609	meloxicam	5166	Xenobiotics	Drug - Algesics, Anesthetics	64093	LC/MS Pos Late	100020907	1038	352.042		71125-38-7	D00969,C08169	HMDB14952
CPD000610	methadone	5191	Xenobiotics	Drug - Algesics, Anesthetics	64134	LC/MS Pos Late	100021084	1032	310.2165	4095	76-99-3	C07163,D08195	HMDB14477
CPD000611	metoprolol	5354	Xenobiotics	Drug - Cardiovascular	18037	LC/MS Pos Late	2028	760	268.1907	4171	56392-17-7	D02358	HMDB01932
CPD000612	montelukast	5599	Xenobiotics	Drug - Respiratory	64124	LC/MS Pos Late	100020892	1318	586.2177	5281040	158966-92-8	D08229,D00529,C07482	HMDB14614
CPD000613	myristoleoylcarnitine (C14:1)*	1805	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	48182	LC/MS Pos Late	100006051	1316	370.2947	90659872	889848-55-9		
CPD000614	myristoyl dihydrosphingomyelin (d18:0/14:0)*	2981	Lipid	Dihydrosphingomyelins	57365	LC/MS Pos Late	100009038	2060	677.5592				HMDB12085
CPD000615	myristoylcarnitine (C14)	1786	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	33952	LC/MS Pos Late	100001270	1350	372.3108	6426854	18822-89-4		HMDB05066
CPD000616	N-behenoyl-sphingadienine (d18:2/22:0)*	2917	Lipid	Ceramides	57372	LC/MS Pos Late	100015624	3911	620.5976				
CPD000617	N-desalkylquetiapine*	5566	Xenobiotics	Drug - Psychoactive	62484	LC/MS Pos Late	100020805	874	296.1216	11369918			
CPD000618	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	2927	Lipid	Ceramides	57430	LC/MS Pos Late	100015731	2645	524.5037				
CPD000619	N-palmitoyl-sphingadienine (d18:2/16:0)*	2915	Lipid	Ceramides	57416	LC/MS Pos Late	100015609	2490	536.5037				
CPD000620	N-palmitoyl-sphinganine (d18:0/16:0)	2897	Lipid	Dihydroceramides	52604	LC/MS Pos Late	100009028	3090	540.535	5283572	5966-29-0		HMDB11760
CPD000621	N-palmitoyl-sphingosine (d18:1/16:0)	2905	Lipid	Ceramides	44877	LC/MS Pos Late	1518	2893	538.5194	5283564	24696-26-2		HMDB04949
CPD000622	N-stearoyl-sphingadienine (d18:2/18:0)*	2916	Lipid	Ceramides	57417	LC/MS Pos Late	100015632	2846	564.535				
CPD000623	N-stearoyl-sphinganine (d18:0/18:0)*	2898	Lipid	Dihydroceramides	1759	LC/MS Pos Late	922	3526	568.5663	5283573	2304-80-5		
CPD000624	N-stearoyl-sphingosine (d18:1/18:0)*	2909	Lipid	Ceramides	54979	LC/MS Pos Late	1547	3392	566.5507	5283565	104404-17-3		HMDB04950
CPD000625	nervonoylcarnitine (C24:1)*	1810	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	57531	LC/MS Pos Late	100015846	1602	510.4517				
CPD000626	nonoylcarnitine (C9)	1781	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	61775	LC/MS Pos Late	100006620	1010	302.2326				HMDB13288
CPD000627	norfluoxetine	5537	Xenobiotics	Drug - Psychoactive	37252	LC/MS Pos Late	100003769	1008	296.1257	4541	83891-03-6		HMDB60551
CPD000628	octadecanedioylcarnitine (C18-DC)*	1835	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	61867	LC/MS Pos Late	100005998	1227	458.3476		123233-50-1		
CPD000629	octadecenedioylcarnitine (C18:1-DC)*	1836	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	61865	LC/MS Pos Late	100005996	1180	456.332		251981-06-3		
CPD000630	octanoylcarnitine (C8)	1777	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	33936	LC/MS Pos Late	100001247	950	288.2169	123701	3671-77-0	C02838	HMDB00791
CPD000631	oleoyl ethanolamide	2065	Lipid	Endocanbinoid	38102	LC/MS Pos Late	1137	1661	326.3054	5283454	11-58-0;111-58-0		HMDB02088
CPD000632	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	2831	Lipid	Diacylglycerol	54961	LC/MS Pos Late	100010937	2990	660.5562				
CPD000633	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	2818	Lipid	Diacylglycerol	46799	LC/MS Pos Late	100002990	3223	636.5562		104346-53-4		HMDB07219
CPD000634	oleoylcarnitine (C18:1)	1807	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	35160	LC/MS Pos Late	100001501	1423	426.3578	6441392	38677-66-6		HMDB05065
CPD000635	oleoylcholine	1861	Lipid	Fatty Acid Metabolism (Acyl Choline)	53260	LC/MS Pos Late	100009331	1449	368.3523				
CPD000636	palmitoleoylcarnitine (C16:1)*	1806	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	53223	LC/MS Pos Late	100009406	1357	398.3265	71464547			
CPD000637	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	2982	Lipid	Dihydrosphingomyelins	52434	LC/MS Pos Late	100008954	2290	705.5905	9939965			
CPD000638	palmitoyl ethanolamide	2068	Lipid	Endocanbinoid	38165	LC/MS Pos Late	1489	1643	300.2897	4671	544-31-0	C16512	HMDB02100
CPD000639	palmitoyl sphingomyelin (d18:1/16:0)	2986	Lipid	Sphingomyelins	37506	LC/MS Pos Late	100002107	2168	703.5749	9939941	6254-89-3		
CPD000640	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	3017	Lipid	Ceramide PEs	62984	LC/MS Pos Late	100021162	2207	661.5279				
CPD000641	palmitoylcarnitine (C16)	1788	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	44681	LC/MS Pos Late	100000776	1425	400.3421	461	6865-14-1	C02990	HMDB00222
CPD000642	palmitoylcholine	1860	Lipid	Fatty Acid Metabolism (Acyl Choline)	52944	LC/MS Pos Late	100009233	1482	342.3367	151731			
CPD000643	piperine	4812	Xenobiotics	Food Component/Plant	33935	LC/MS Pos Late	100001267	1168	286.1438	638024	94-62-2	C03882	HMDB29377
CPD000644	quetiapine	5565	Xenobiotics	Drug - Psychoactive	39787	LC/MS Pos Late	100002809	874	384.174	5002	111974-69-7	C07397	HMDB05021
CPD000645	retinol (Vitamin A)	4283	Cofactors and Vitamins	Vitamin A Metabolism	1806	LC/MS Pos Late	498	1636	269.2264	445354	68-26-8	C00473	HMDB00305
CPD000646	sertraline	5539	Xenobiotics	Drug - Psychoactive	39757	LC/MS Pos Late	100002804	1070	306.0811	68617	79559-97-0	C07246	HMDB05010
CPD000647	solifecin	5621	Xenobiotics	Drug - Other	53001	LC/MS Pos Late	100008973	1042	363.2067	9885319	180468-39-7		
CPD000648	sphingadienine	2893	Lipid	Sphingolipid Synthesis	57426	LC/MS Pos Late	100015643	1350	298.2741	6449795	25696-03-1		
CPD000649	sphinganine	2891	Lipid	Sphingolipid Synthesis	17769	LC/MS Pos Late	313	1413	302.3054	3126	3102-56-5	C00836	HMDB00269
CPD000650	sphinganine-1-phosphate	2892	Lipid	Sphingolipid Synthesis	52605	LC/MS Pos Late	100001876	1431	382.2717	520	19794-97-9		HMDB01383
CPD000651	sphingomyelin (d17:1/14:0, d16:1/15:0)*	2995	Lipid	Sphingomyelins	62152	LC/MS Pos Late	100020276	1950	661.5279				
CPD000652	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	2998	Lipid	Sphingomyelins	52433	LC/MS Pos Late	100006314	2082	689.5592		121999-58-4		
CPD000653	sphingomyelin (d17:2/16:0, d18:2/15:0)*	2999	Lipid	Sphingomyelins	57483	LC/MS Pos Late	100015793	1875	687.5436				
CPD000654	sphingomyelin (d18:0/18:0, d19:0/17:0)*	2984	Lipid	Dihydrosphingomyelins	57473	LC/MS Pos Late	100009027	2500	733.6218				HMDB12087
CPD000655	sphingomyelin (d18:0/20:0, d16:0/22:0)*	2985	Lipid	Dihydrosphingomyelins	57476	LC/MS Pos Late	100015786	2850	761.6531				
CPD000656	sphingomyelin (d18:1/14:0, d16:1/16:0)*	2996	Lipid	Sphingomyelins	42463	LC/MS Pos Late	100004328	1998	675.5436	11433862			HMDB12097
CPD000657	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	3001	Lipid	Sphingomyelins	52615	LC/MS Pos Late	100008920	2350	717.5905		121999-64-2		
CPD000658	sphingomyelin (d18:1/18:1, d18:2/18:0)	3002	Lipid	Sphingomyelins	37529	LC/MS Pos Late	100002106	2167	729.5905	6443882	108392-10-5		HMDB12101
CPD000659	sphingomyelin (d18:1/19:0, d19:1/18:0)*	3003	Lipid	Sphingomyelins	57475	LC/MS Pos Late	100015787	2550	745.6218				
CPD000660	sphingomyelin (d18:1/20:0, d16:1/22:0)*	3004	Lipid	Sphingomyelins	48490	LC/MS Pos Late	100006290	2800	759.6375				HMDB12102
CPD000661	sphingomyelin (d18:1/20:1, d18:2/20:0)*	3005	Lipid	Sphingomyelins	48491	LC/MS Pos Late	100006292	2450	757.6218		222403-67-0		
CPD000662	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	3006	Lipid	Sphingomyelins	57481	LC/MS Pos Late	100006293	2200	755.6062				
CPD000663	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	3007	Lipid	Sphingomyelins	52495	LC/MS Pos Late	100009025	3000	773.6531				
CPD000664	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	3009	Lipid	Sphingomyelins	48493	LC/MS Pos Late	100006295	2775	785.6531				HMDB12104
CPD000665	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	3010	Lipid	Sphingomyelins	57477	LC/MS Pos Late	100006296	2350	783.6375				
CPD000666	sphingomyelin (d18:1/24:1, d18:2/24:0)*	3012	Lipid	Sphingomyelins	47153	LC/MS Pos Late	100005986	3200	813.6844		94359-13-4		HMDB12107
CPD000667	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	3014	Lipid	Sphingomyelins	57478	LC/MS Pos Late	100015792	3500	829.7157				
CPD000668	sphingomyelin (d18:2/14:0, d18:1/14:1)*	2997	Lipid	Sphingomyelins	47154	LC/MS Pos Late	100005985	1860	673.5279				
CPD000669	sphingomyelin (d18:2/16:0, d18:1/16:1)*	3000	Lipid	Sphingomyelins	42459	LC/MS Pos Late	100004329	2002	701.5592				
CPD000670	sphingomyelin (d18:2/18:1)*	2992	Lipid	Sphingomyelins	57474	LC/MS Pos Late	100015788	2025	727.5749				
CPD000671	sphingomyelin (d18:2/21:0, d16:2/23:0)*	3008	Lipid	Sphingomyelins	57480	LC/MS Pos Late	100015790	2500	771.6375				
CPD000672	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	3011	Lipid	Sphingomyelins	52435	LC/MS Pos Late	100008956	3000	799.6687				
CPD000673	sphingomyelin (d18:2/23:1)*	2993	Lipid	Sphingomyelins	57482	LC/MS Pos Late	100015791	2500	797.6531				
CPD000674	sphingomyelin (d18:2/24:1, d18:1/24:2)*	3013	Lipid	Sphingomyelins	52437	LC/MS Pos Late	100008957	2750	811.6687				
CPD000675	sphingomyelin (d18:2/24:2)*	2994	Lipid	Sphingomyelins	57479	LC/MS Pos Late	100015789	2400	809.6531				
CPD000676	sphingosine	3042	Lipid	Sphingosines	17747	LC/MS Pos Late	297	1393	300.2897	5353955	123-78-4	C00319	HMDB00252
CPD000677	sphingosine 1-phosphate	3044	Lipid	Sphingosines	34445	LC/MS Pos Late	100000626	1375	380.256	5283560	26993-30-6	C06124	HMDB00277
CPD000678	stearoyl sphingomyelin (d18:1/18:0)	2988	Lipid	Sphingomyelins	19503	LC/MS Pos Late	1538	2450	731.6062	6453725	85187-10-6;85187-10-6	C00550	HMDB01348
CPD000679	stearoylcarnitine (C18)	1790	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	34409	LC/MS Pos Late	100001391	1485	428.3734	6426855	18822-91-8		HMDB00848
CPD000680	stearoylcholine*	1867	Lipid	Fatty Acid Metabolism (Acyl Choline)	57464	LC/MS Pos Late	100015759	1520	370.368				
CPD000681	trazadone	5563	Xenobiotics	Drug - Psychoactive	57691	LC/MS Pos Late	100015783	837	372.1586	5533	19794-93-5	C07156,D08626	HMDB14794
CPD000682	tricosanoyl sphingomyelin (d18:1/23:0)*	2990	Lipid	Sphingomyelins	52436	LC/MS Pos Late	100008955	3350	801.6844				HMDB12105
CPD000683	undecenoylcarnitine (C11:1)	1802	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	63613	LC/MS Pos Late	100021131	1069	328.2482				
CPD000684	verapamil	5362	Xenobiotics	Drug - Cardiovascular	42990	LC/MS Pos Late	100004028	945	455.2904	2520	152-11-4	D02356	HMDB01850
CPD000685	ximenoylcarnitine (C26:1)*	1811	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	57517	LC/MS Pos Late	100015836	1607	538.483				
CPD000686	X - 13431				47788	LC/MS Pos Late							
CPD000687	X - 17162				47806	LC/MS Pos Late							
CPD000688	X - 17328				47818	LC/MS Pos Late							
CPD000689	X - 17335				47820	LC/MS Pos Late							
CPD000690	X - 23641				49517	LC/MS Pos Late							
CPD000691	X - 23678				49555	LC/MS Pos Late							
CPD000692	X - 23680				49557	LC/MS Pos Late							
CPD000693	X - 23767				49665	LC/MS Pos Late							
CPD000694	X - 23782				49681	LC/MS Pos Late							
CPD000695	X - 26107				64396	LC/MS Pos Late							
CPD000696	(14 or 15)-methylpalmitate (a17:0 or i17:0)	1573	Lipid	Fatty Acid, Branched	38768	LC/MS Neg	100002945	5695	269.2487				
CPD000697	(16 or 17)-methylstearate (a19:0 or i19:0)	1579	Lipid	Fatty Acid, Branched	38296	LC/MS Neg	100002356	5993	297.2799	3083779	2724-59-6		HMDB37397
CPD000698	(2 or 3)-decenoate (10:1n7 or n8)	1430	Lipid	Medium Chain Fatty Acid	63436	LC/MS Neg	100021502	4990	169.1234				
CPD000699	(2,4 or 2,5)-dimethylphenol sulfate	5001	Xenobiotics	Food Component/Plant	62533	LC/MS Neg	100020519	3474	201.0227				
CPD000700	1,2,3-benzenetriol sulfate (1)	5845	Xenobiotics	Chemical	48761	LC/MS Neg	100006373	1453	204.9812				
CPD000701	1,2,3-benzenetriol sulfate (2)	5840	Xenobiotics	Chemical	48762	LC/MS Neg	100006374	1709	204.9812				
CPD000702	1,3,7-trimethylurate	4439	Xenobiotics	Xanthine Metabolism	34404	LC/MS Neg	100001397	1985	209.068	79437	5415-44-1	C16361	HMDB02123
CPD000703	1,3-dimethylurate	4436	Xenobiotics	Xanthine Metabolism	32391	LC/MS Neg	100001106	1671.4	195.0524	70346	944-73-0		HMDB01857
CPD000704	1,5-anhydroglucitol (1,5-AG)	1161	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	20675	LC/MS Neg	100000580	802	163.0612	64960	154-58-5	C07326	HMDB02712
CPD000705	1,7-dimethylurate	4437	Xenobiotics	Xanthine Metabolism	34400	LC/MS Neg	100001399	1578.6	195.0524	91611	33868-03-0	C16356	HMDB11103
CPD000706	1-arachidonoyl-GPI* (20:4)*	2623	Lipid	Lysophospholipid	34214	LC/MS Neg	100001654	5482	619.2889				HMDB61690
CPD000707	1-arachidonylglycerol (20:4)	2753	Lipid	Monoacylglycerol	34397	LC/MS Neg	100001433	6250	303.2329	5282281	35474-99-8	C13857	HMDB11549
CPD000708	1-carboxyethylisoleucine	354	Amino Acid	Leucine, Isoleucine and Valine Metabolism	62558	LC/MS Neg	100020427	2628	202.1085				
CPD000709	1-carboxyethylleucine	306	Amino Acid	Leucine, Isoleucine and Valine Metabolism	62559	LC/MS Neg	100020425	2663	202.1085				
CPD000710	1-carboxyethylphenylalanine	140	Amino Acid	Phenylalanine Metabolism	62566	LC/MS Neg	100020419	2844	236.0928				
CPD000711	1-carboxyethyltyrosine	158	Amino Acid	Tyrosine Metabolism	62564	LC/MS Neg	100020421	1846	252.0877				
CPD000712	1-carboxyethylvaline	377	Amino Acid	Leucine, Isoleucine and Valine Metabolism	62562	LC/MS Neg	100020423	2008	188.0928				
CPD000713	1-hydroxy-2-phthalenecarboxylate	5643	Xenobiotics	Drug - Other	38140	LC/MS Neg	100002394	3930	187.0401	6844	86-48-6	C03203	
CPD000714	1-linoleoyl-GPC (18:2)	2509	Lipid	Lysophospholipid	34419	LC/MS Neg	100001395	6160	594.3413	11988421		C04100	HMDB10386
CPD000715	1-linoleoyl-GPG (18:2)*	2607	Lipid	Lysophospholipid	54885	LC/MS Neg	100009227	5516	507.2728				
CPD000716	1-linoleoyl-GPI* (18:2)*	2617	Lipid	Lysophospholipid	36594	LC/MS Neg	100001778	5494	595.2889				
CPD000717	1-linoleoylglycerol (18:2)	2747	Lipid	Monoacylglycerol	27447	LC/MS Neg	100001040	6477	279.2329	5283469	2277-28-3		
CPD000718	1-methylhistidine	68	Amino Acid	Histidine Metabolism	30460	LC/MS Neg	100001051	1227	168.0779	92105	332-80-9	C01152	HMDB00001
CPD000719	1-oleoyl-GPG (18:1)*	2605	Lipid	Lysophospholipid	45968	LC/MS Neg	100005716	5610	509.2885				
CPD000720	1-oleoyl-GPI (18:1)	2615	Lipid	Lysophospholipid	36602	LC/MS Neg	100001777	5599	597.3045				
CPD000721	1-oleoylglycerol (18:1)	2746	Lipid	Monoacylglycerol	21184	LC/MS Neg	100000924	6650	281.2486	5283468	111-03-5		HMDB11567
CPD000722	1-palmitoyl-GPG (16:0)*	2600	Lipid	Lysophospholipid	45970	LC/MS Neg	100005717	5570	483.2728	3300276			
CPD000723	1-palmitoyl-GPI* (16:0)	2609	Lipid	Lysophospholipid	35305	LC/MS Neg	100001655	5564	571.2889				HMDB61695
CPD000724	1-stearoyl-GPI (18:0)	2613	Lipid	Lysophospholipid	19324	LC/MS Neg	100000656	5794	599.3202		796963-93-4		HMDB61696
CPD000725	1-stearoyl-GPS (18:0)*	2594	Lipid	Lysophospholipid	45966	LC/MS Neg	100004327	5800	524.2994	9547101			
CPD000726	10-heptadecenoate (17:1n7)	1463	Lipid	Long Chain Monounsaturated Fatty Acid	33971	LC/MS Neg	100001278	5555	267.233	5312435	29743-97-3		HMDB60038
CPD000727	10-nodecenoate (19:1n9)	1472	Lipid	Long Chain Monounsaturated Fatty Acid	33972	LC/MS Neg	100001277	5780	295.2643	5312513	73033-09-7		HMDB13622
CPD000728	10-undecenoate (11:1n1)	1432	Lipid	Medium Chain Fatty Acid	32497	LC/MS Neg	100001197	5085.8	183.1391	14891	1333-28-4	C13910	HMDB33724
CPD000729	11-ketoetiocholanolone glucuronide	3212	Lipid	Androgenic Steroids	47135	LC/MS Neg	100005402	4280	479.2287		17181-16-7		
CPD000730	11beta-hydroxyandrosterone glucuronide	3277	Lipid	Androgenic Steroids	63251	LC/MS Neg	100020541	4209	481.2443				
