compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00669	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	1780	116.0353	LC/MS Polar	
CPD00670	N-acetylhistidine	Amino Acid	Histidine Metabolism	900	196.0728	LC/MS Neg	C02997
CPD00671	N-acetylkynurenine (2)	Amino Acid	Tryptophan Metabolism	2378	249.0881	LC/MS Neg	
CPD00672	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2400	172.0979	LC/MS Neg	C02710
CPD00673	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1787	190.0543	LC/MS Neg	C02712
CPD00674	N-acetylmethionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	880	208.0638	LC/MS Pos Early	
CPD00675	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	660	310.1133	LC/MS Pos Early	C00270
CPD00676	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	2597	206.0823	LC/MS Neg	C03519
CPD00677	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1695	158.0812	LC/MS Pos Early	
CPD00678	N-acetylputrescine	Amino Acid	Polyamine Metabolism	2230	131.1179	LC/MS Pos Early	C02714
CPD00679	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	2000	146.0459	LC/MS Polar	
CPD00680	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	800	166.018	LC/MS Neg	
CPD00681	N-acetyltheanine	Xenobiotics	Food Component/Plant	1496	215.1037	LC/MS Neg	
CPD00682	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	821.6	160.0615	LC/MS Neg	
CPD00683	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	2630	245.0932	LC/MS Neg	C03137
CPD00684	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	1680	222.0772	LC/MS Neg	
CPD00685	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1704	158.0823	LC/MS Neg	
CPD00686	N-alpha-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2000	175.1077	LC/MS Pos Early	C00437
CPD00687	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Ceramides	3911	620.5976	LC/MS Pos Late	
CPD00688	N-carbamoylalanine	Amino Acid	Alanine and Aspartate Metabolism	950	133.0608	LC/MS Pos Early	
CPD00689	N-carbamoylaspartate	Nucleotide	Pyrimidine Metabolism, Orotate containing	795	177.0506	LC/MS Pos Early	C00438
CPD00690	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	858	173.0932	LC/MS Neg	
CPD00691	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	900	164.0353	LC/MS Polar	C05653
CPD00692	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1543.8	176.0387	LC/MS Neg	C03145
CPD00693	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	2360	192.0666	LC/MS Neg	
CPD00694	N-linoleoyltaurine*	Lipid	Endocannabinoid	5505	386.2371	LC/MS Neg	
CPD00695	N-methylhydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1145	146.0812	LC/MS Pos Early	
CPD00696	N-methylpipecolate	Xenobiotics	Bacterial/Fungal	1932	144.1019	LC/MS Pos Early	
CPD00697	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1335	130.0863	LC/MS Pos Early	
CPD00698	N-oleoylserine	Lipid	Endocannabinoid	5600	368.2806	LC/MS Neg	
CPD00699	N-oleoyltaurine	Lipid	Endocannabinoid	5610	388.2527	LC/MS Neg	
CPD00700	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Ceramides	2490	536.5037	LC/MS Pos Late	
CPD00701	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Dihydroceramides	3090	540.535	LC/MS Pos Late	
CPD00702	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	2893	538.5194	LC/MS Pos Late	
CPD00703	N-palmitoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	5580	312.2544	LC/MS Neg	
CPD00704	N-stearoyl-sphingadienine (d18:2/18:0)*	Lipid	Ceramides	2846	564.535	LC/MS Pos Late	
CPD00705	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	3392	566.5507	LC/MS Pos Late	
CPD00706	N-stearoyltaurine	Lipid	Endocannabinoid	5782	390.2684	LC/MS Neg	
CPD00707	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1668	151.0513	LC/MS Neg	C05842
CPD00708	1-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing	2120	282.1197	LC/MS Pos Early	C02494
CPD00709	N1-methylinosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1430	283.1037	LC/MS Pos Early	
CPD00710	N2,N2-dimethylguanosine	Nucleotide	Purine Metabolism, Guanine containing	2210	312.1303	LC/MS Pos Early	
CPD00711	N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1367	215.1037	LC/MS Neg	
CPD00712	N2-acetyl,N6,N6-dimethyllysine	Amino Acid	Lysine Metabolism	2172	217.1547	LC/MS Pos Early	
CPD00713	N2-acetyl,N6-methyllysine	Amino Acid	Lysine Metabolism	2168	203.139	LC/MS Pos Early	
CPD00714	N2-acetyllysine	Amino Acid	Lysine Metabolism	3372.6	187.1088	LC/MS Polar	C12989
CPD00715	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	2825	189.1598	LC/MS Pos Early	C03793
CPD00716	N6,N6-dimethyllysine	Amino Acid	Lysine Metabolism	2831	175.1441	LC/MS Pos Early	C05545
CPD00717	N6-acetyllysine	Amino Acid	Lysine Metabolism	1059	187.1088	LC/MS Neg	C02727
CPD00718	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	2164	411.127	LC/MS Neg	
CPD00719	N6-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing	2264	282.1197	LC/MS Pos Early	
CPD00720	N6-methyllysine	Amino Acid	Lysine Metabolism	2831	161.1285	LC/MS Pos Early	C02728
CPD00721	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	940	382.1004	LC/MS Neg	
CPD00722	naproxen	Xenobiotics	Drug - Analgesics, Anesthetics	4155	229.087	LC/MS Neg	C01517
CPD00723	naringenin 7-glucuronide	Xenobiotics	Food Component/Plant	3144	447.0933	LC/MS Neg	
CPD00724	nervonoylcarnitine (C24:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1602	510.4517	LC/MS Pos Late	
CPD00725	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1942	123.0553	LC/MS Pos Early	C00153
CPD00726	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	2040	255.0976	LC/MS Pos Early	C03150
CPD00727	nonadecanoate (19:0)	Lipid	Long Chain Saturated Fatty Acid	6068	297.2799	LC/MS Neg	C16535
CPD00728	nonanoylcarnitine (C9)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1003	302.2326	LC/MS Pos Late	
CPD00729	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	2796	187.0071	LC/MS Neg	
CPD00730	O-desmethylvenlafaxine	Xenobiotics	Drug - Psychoactive	660	264.1958	LC/MS Pos Late	D07793
CPD00731	O-sulfo-L-tyrosine	Xenobiotics	Chemical	990	260.0234	LC/MS Neg	
CPD00732	octadecadienedioate (C18:2-DC)*	Lipid	Fatty Acid, Dicarboxylate	4676	309.2071	LC/MS Neg	
CPD00733	octadecanedioate (C18)	Lipid	Fatty Acid, Dicarboxylate	5043	313.2384	LC/MS Neg	
CPD00734	octadecanedioylcarnitine (C18-DC)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	1227	458.3476	LC/MS Pos Late	
CPD00735	octadecenedioate (C18:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	4875	311.2228	LC/MS Neg	
CPD00736	octadecenedioylcarnitine (C18:1-DC)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	1180	456.332	LC/MS Pos Late	
CPD00737	octanoylcarnitine (C8)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	950	288.2169	LC/MS Pos Late	C02838
CPD00738	ofloxacin	Xenobiotics	Drug - Antibiotic	3600	360.1365	LC/MS Neg	C07321
CPD00739	oleamide	Lipid	Fatty Acid, Amide	1677	282.2791	LC/MS Pos Late	C19670
CPD00740	oleate/vaccenate (18:1)	Lipid	Long Chain Monounsaturated Fatty Acid	5655	281.2486	LC/MS Neg	
CPD00741	oleoyl ethanolamide	Lipid	Endocannabinoid	6450	324.2908	LC/MS Neg	
CPD00742	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	Lipid	Diacylglycerol	3115	636.5562	LC/MS Pos Late	
CPD00743	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	3223	636.5562	LC/MS Pos Late	
CPD00744	oleoylcarnitine (C18)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1423	426.3578	LC/MS Pos Late	
CPD00745	oleoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1449	368.3523	LC/MS Pos Late	
CPD00746	olmesartan	Xenobiotics	Drug - Cardiovascular	3747	445.1994	LC/MS Neg	D05246
CPD00747	omeprazole	Xenobiotics	Drug - Gastrointestinal	4673	344.1074	LC/MS Neg	C07324
CPD00748	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2800	133.0972	LC/MS Pos Early	C00077
CPD00749	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1638.1	155.0098	LC/MS Polar	C00295
CPD00750	orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing	2250	287.0521	LC/MS Polar	
CPD00751	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	603	88.988	LC/MS Neg	C00209
CPD00752	p-cresol glucuronide*	Amino Acid	Tyrosine Metabolism	2420	283.0823	LC/MS Neg	
CPD00753	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	2890	187.0071	LC/MS Neg	
CPD00754	palmitamide (16:0)	Lipid	Fatty Acid, Amide	1661	256.2635	LC/MS Pos Late	
CPD00755	palmitate (16:0)	Lipid	Long Chain Saturated Fatty Acid	5618	255.233	LC/MS Neg	C00249
CPD00756	palmitoleamide (16:1)*	Lipid	Fatty Acid, Amide	1554	254.2478	LC/MS Pos Late	
CPD00757	palmitoleate (16:1n7)	Lipid	Long Chain Monounsaturated Fatty Acid	5475	253.2173	LC/MS Neg	C08362
CPD00758	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1357	398.3265	LC/MS Pos Late	
CPD00759	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Dihydrosphingomyelins	2290	705.5905	LC/MS Pos Late	
CPD00760	palmitoyl ethanolamide	Lipid	Endocannabinoid	1643	300.2897	LC/MS Pos Late	C16512
CPD00761	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingomyelins	2168	703.5749	LC/MS Pos Late	
CPD00762	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	Lipid	Ceramide PEs	2207	661.5279	LC/MS Pos Late	
CPD00763	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1425	400.3421	LC/MS Pos Late	C02990
CPD00764	palmitoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1482	342.3367	LC/MS Pos Late	
CPD00765	pantoate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1143	147.0663	LC/MS Neg	C00522
CPD00766	pantoprazole	Xenobiotics	Drug - Gastrointestinal	4398	382.0679	LC/MS Neg	C11806
CPD00767	pantothenate (Vitamin B5)	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1498.7	218.1034	LC/MS Neg	C00864
CPD00768	paraxanthine	Xenobiotics	Xanthine Metabolism	2279	179.0575	LC/MS Neg	C13747
CPD00769	pentadecanoate (15:0)	Lipid	Long Chain Saturated Fatty Acid	5521	241.2173	LC/MS Neg	C16537
CPD00770	pentose acid*	Partially Characterized Molecules	Partially Characterized Molecules	2180	165.0405	LC/MS Polar	
CPD00771	perfluorooctanesulfonate (PFOS)	Xenobiotics	Chemical	662	498.9302	LC/MS Polar	C18142
CPD00772	perfluorooctanoate (PFOA)	Xenobiotics	Chemical	5130	412.9664	LC/MS Neg	
CPD00773	phenol sulfate	Amino Acid	Tyrosine Metabolism	2156	172.9914	LC/MS Neg	C02180
CPD00774	phenylacetate	Amino Acid	Phenylalanine Metabolism	2150	91.0554	LC/MS Neg	C07086
CPD00775	phenylacetylglutamate	Peptide	Acetylated Peptides	1570	264.0877	LC/MS Neg	
CPD00776	phenylacetylglutamine	Peptide	Acetylated Peptides	2330	263.1037	LC/MS Neg	C04148
CPD00777	phenylalanine	Amino Acid	Phenylalanine Metabolism	2878	166.0863	LC/MS Pos Early	C00079
CPD00778	phenylalanylglycine	Peptide	Dipeptide	2462	221.0932	LC/MS Neg	
CPD00779	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	2208	165.0557	LC/MS Neg	C05607
CPD00780	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	845	163.0401	LC/MS Polar	C00166
CPD00781	phosphate	Energy	Oxidative Phosphorylation	608	96.9696	LC/MS Neg	C00009
CPD00782	phosphoethanolamine (PE)	Lipid	Phospholipid Metabolism	700	142.0264	LC/MS Pos Early	C00346
CPD00783	phytanate	Xenobiotics	Food Component/Plant	5908	311.2956	LC/MS Neg	C01607
CPD00784	picolinate	Amino Acid	Tryptophan Metabolism	910	124.0393	LC/MS Pos Early	C10164
CPD00785	picolinoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1867	179.0462	LC/MS Neg	
CPD00786	pioglitazone	Xenobiotics	Drug - Metabolic	3240	357.1267	LC/MS Pos Early	C07675
CPD00787	pipecolate	Amino Acid	Lysine Metabolism	2200	130.0863	LC/MS Pos Early	C00408
CPD00788	piperine	Xenobiotics	Food Component/Plant	1168	286.1438	LC/MS Pos Late	C03882
CPD00789	pregnanediol-3-glucuronide	Lipid	Progestin Steroids	5145	495.2963	LC/MS Neg	
CPD00790	pregnen-diol disulfate*	Lipid	Pregnenolone Steroids	3868	238.0775	LC/MS Neg	
CPD00791	pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids	5000	397.2054	LC/MS Neg	
CPD00792	pregnenetriol disulfate*	Lipid	Pregnenolone Steroids	3504	246.0749	LC/MS Neg	
CPD00793	pregnenetriol sulfate*	Lipid	Pregnenolone Steroids	4749	413.2003	LC/MS Neg	
CPD00794	pregnenolone sulfate	Lipid	Pregnenolone Steroids	5100	395.1898	LC/MS Neg	
CPD00795	prolylhydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2128	229.1183	LC/MS Pos Early	
CPD00796	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1603	116.0706	LC/MS Pos Early	C00148
CPD00797	prolylglycine	Peptide	Dipeptide	2136	173.0921	LC/MS Pos Early	
CPD00798	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	2590	218.1387	LC/MS Pos Early	C03017
CPD00799	propionylglycine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	960	130.051	LC/MS Neg	
CPD00800	propyl 4-hydroxybenzoate	Xenobiotics	Benzoate Metabolism	4794	179.0714	LC/MS Neg	D01422
CPD00801	propyl 4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	3971	259.0282	LC/MS Neg	
CPD00802	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1100	243.0623	LC/MS Neg	C02067
CPD00803	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	2185	182.0459	LC/MS Neg	C00847
CPD00804	pyridoxine (Vitamin B6)	Cofactors and Vitamins	Vitamin B6 Metabolism	1657	168.0666	LC/MS Neg	C00314
CPD00805	pyroglutamine*	Amino Acid	Glutamate Metabolism	3250	127.0514	LC/MS Polar	
CPD00806	pyrraline	Xenobiotics	Food Component/Plant	2750	255.1339	LC/MS Pos Early	
CPD00807	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1083	87.0088	LC/MS Polar	C00022
CPD00808	quinate	Xenobiotics	Food Component/Plant	2432.9	191.0561	LC/MS Polar	C00296
CPD00809	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	3000	166.0146	LC/MS Polar	C03722
CPD00810	resveratrol disulfate (1)*	Xenobiotics	Food Component/Plant	2530	192.9889	LC/MS Neg	
CPD00811	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	1636	269.2264	LC/MS Pos Late	C00473
CPD00812	ribitol	Carbohydrate	Pentose Metabolism	1789.6	151.0612	LC/MS Polar	C00474
CPD00813	ribonate	Carbohydrate	Pentose Metabolism	2425	165.0405	LC/MS Polar	C01685
CPD00814	ribose	Carbohydrate	Pentose Metabolism	1508.2	195.051	LC/MS Polar	C00121
CPD00815	ribulonate/xylulonate/lyxonate*	Carbohydrate	Pentose Metabolism	2350	165.0405	LC/MS Polar	
CPD00816	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	1528	114.055	LC/MS Pos Early	C04322
CPD00817	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1832.4	383.1143	LC/MS Neg	C00021
CPD00818	S-allylcysteine	Xenobiotics	Food Component/Plant	2690	162.0583	LC/MS Pos Early	
CPD00819	S-carboxymethyl-L-cysteine	Xenobiotics	Drug - Other	1490	180.0325	LC/MS Pos Early	C03727
CPD00820	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	880	134.0281	LC/MS Neg	
CPD00821	S-methylcysteine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	900	152.0376	LC/MS Pos Early	
CPD00822	S-methylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2555	164.074	LC/MS Pos Early	C05319
CPD00823	saccharin	Xenobiotics	Food Component/Plant	2000	181.9917	LC/MS Neg	D01085
CPD00824	salicylate	Xenobiotics	Drug - Topical Agents	802	137.0242	LC/MS Polar	C00805
CPD00825	salicyluric glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	1463	370.078	LC/MS Neg	
CPD00826	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	1280	90.055	LC/MS Pos Early	C00213
CPD00827	sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	1788	201.1132	LC/MS Neg	C08277
CPD00828	sedoheptulose	Carbohydrate	Pentose Metabolism	2255	209.0667	LC/MS Polar	
CPD00829	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	2988	104.0353	LC/MS Polar	C00065
CPD00830	serotonin	Amino Acid	Tryptophan Metabolism	2550	177.1022	LC/MS Pos Early	C00780
CPD00831	spermidine	Amino Acid	Polyamine Metabolism	700	146.1652	LC/MS Pos Late	C00315
CPD00832	sphingadienine	Lipid	Sphingolipid Synthesis	1350	298.2741	LC/MS Pos Late	
CPD00833	sphinganine-1-phosphate	Lipid	Sphingolipid Synthesis	1911	380.2571	LC/MS Polar	
CPD00834	sphingomyelin (d17:1/14:0, d16:1/15:0)*	Lipid	Sphingomyelins	1950	661.5279	LC/MS Pos Late	
CPD00835	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Lipid	Sphingomyelins	2082	689.5592	LC/MS Pos Late	
CPD00836	sphingomyelin (d17:2/16:0, d18:2/15:0)*	Lipid	Sphingomyelins	1837	687.5436	LC/MS Pos Late	
CPD00837	sphingomyelin (d18:0/18:0, d19:0/17:0)*	Lipid	Dihydrosphingomyelins	2362	733.6218	LC/MS Pos Late	
CPD00838	sphingomyelin (d18:0/20:0, d16:0/22:0)*	Lipid	Dihydrosphingomyelins	2600	761.6531	LC/MS Pos Late	
CPD00839	sphingomyelin (d18:1/14:0, d16:1/16:0)*	Lipid	Sphingomyelins	1998	675.5436	LC/MS Pos Late	
CPD00840	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	Lipid	Sphingomyelins	2312	717.5905	LC/MS Pos Late	
CPD00841	sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingomyelins	2167	729.5905	LC/MS Pos Late	
CPD00842	sphingomyelin (d18:1/19:0, d19:1/18:0)*	Lipid	Sphingomyelins	2330	745.6218	LC/MS Pos Late	
CPD00843	sphingomyelin (d18:1/20:0, d16:1/22:0)*	Lipid	Sphingomyelins	2685	759.6375	LC/MS Pos Late	
CPD00844	sphingomyelin (d18:1/20:1, d18:2/20:0)*	Lipid	Sphingomyelins	2383	757.6218	LC/MS Pos Late	
CPD00845	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	Lipid	Sphingomyelins	2039	755.6062	LC/MS Pos Late	
CPD00846	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	Lipid	Sphingomyelins	2793	773.6531	LC/MS Pos Late	
CPD00847	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	Lipid	Sphingomyelins	2666	785.6531	LC/MS Pos Late	
CPD00848	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	Lipid	Sphingomyelins	2209	783.6375	LC/MS Pos Late	
CPD00849	sphingomyelin (d18:1/24:1, d18:2/24:0)*	Lipid	Sphingomyelins	3033	813.6844	LC/MS Pos Late	
CPD00850	sphingomyelin (d18:2/14:0, d18:1/14:1)*	Lipid	Sphingomyelins	1860	673.5279	LC/MS Pos Late	
CPD00851	sphingomyelin (d18:2/16:0, d18:1/16:1)*	Lipid	Sphingomyelins	2002	701.5592	LC/MS Pos Late	
CPD00852	sphingomyelin (d18:2/18:1)*	Lipid	Sphingomyelins	1904	727.5749	LC/MS Pos Late	
CPD00853	sphingomyelin (d18:2/21:0, d16:2/23:0)*	Lipid	Sphingomyelins	2330	771.6375	LC/MS Pos Late	
CPD00854	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	Lipid	Sphingomyelins	2845	799.6687	LC/MS Pos Late	
CPD00855	sphingomyelin (d18:2/23:1)*	Lipid	Sphingomyelins	2315	797.6531	LC/MS Pos Late	
CPD00856	sphingomyelin (d18:2/24:1, d18:1/24:2)*	Lipid	Sphingomyelins	2635	811.6687	LC/MS Pos Late	
CPD00857	sphingomyelin (d18:2/24:2)*	Lipid	Sphingomyelins	2215	809.6531	LC/MS Pos Late	
CPD00858	sphingosine	Lipid	Sphingosines	1393	300.2897	LC/MS Pos Late	C00319
CPD00859	sphingosine 1-phosphate	Lipid	Sphingosines	1850	378.2415	LC/MS Polar	C06124
CPD00860	stachydrine	Xenobiotics	Food Component/Plant	1440	144.1019	LC/MS Pos Early	C10172
CPD00861	stearate (18:0)	Lipid	Long Chain Saturated Fatty Acid	5872	283.2643	LC/MS Neg	C01530
CPD00862	stearidonate (18:4n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5395	275.2017	LC/MS Neg	C16300
CPD00863	stearoyl ethanolamide	Lipid	Endocannabinoid	1787	328.321	LC/MS Pos Late	
CPD00864	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingomyelins	2400	731.6062	LC/MS Pos Late	C00550
CPD00865	stearoylcarnitine (C18)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1485	428.3734	LC/MS Pos Late	
CPD00866	stearoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	1520	370.368	LC/MS Pos Late	
CPD00867	suberate (C8-DC)	Lipid	Fatty Acid, Dicarboxylate	2577.6	173.0819	LC/MS Polar	C08278
CPD00868	succinate	Energy	TCA Cycle	3149	117.0193	LC/MS Polar	C00042
CPD00869	succinimide	Xenobiotics	Chemical	2155	116.0353	LC/MS Polar	C07273
CPD00870	succinylcarnitine (C4)	Energy	TCA Cycle	2291	262.1285	LC/MS Pos Early	
CPD00871	sucrose	Carbohydrate	Disaccharides and Oligosaccharides	3092	387.1144	LC/MS Polar	C00089
CPD00872	sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics	Food Component/Plant	4112	352.086	LC/MS Neg	
CPD00873	sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	Food Component/Plant	4200	352.086	LC/MS Neg	
CPD00874	sulfate*	Xenobiotics	Chemical	616	96.9601	LC/MS Neg	C00059
CPD00875	tartarate	Xenobiotics	Food Component/Plant	615.3	149.0092	LC/MS Neg	C00898
CPD00876	tartronate (hydroxymalonate)	Xenobiotics	Food Component/Plant	610	118.9986	LC/MS Neg	C02287
CPD00877	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	660	126.022	LC/MS Pos Early	C00245
CPD00878	tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism	4774	514.2844	LC/MS Neg	
CPD00879	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	5250	498.2895	LC/MS Neg	C05465
CPD00880	taurochenodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	4809	288.6195	LC/MS Neg	
CPD00881	taurocholate	Lipid	Primary Bile Acid Metabolism	5150	514.2844	LC/MS Neg	C05122
CPD00882	taurocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	4750	279.6142	LC/MS Neg	
CPD00883	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5257.4	498.2895	LC/MS Neg	C05463
CPD00884	taurodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	4850	288.6195	LC/MS Neg	
CPD00885	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	5027	280.6221	LC/MS Neg	C03642
CPD00886	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5025	498.2895	LC/MS Neg	
CPD00887	tauroursodeoxycholic acid sulfate (1)	Lipid	Secondary Bile Acid Metabolism	4325	288.6195	LC/MS Neg	
CPD00888	tetradecadienedioate (C14:2-DC)*	Lipid	Fatty Acid, Dicarboxylate	3148	253.1445	LC/MS Neg	
CPD00889	tetradecadienoate (14:2)*	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5292	223.1704	LC/MS Neg	
CPD00890	tetradecanedioate (C14)	Lipid	Fatty Acid, Dicarboxylate	3985	257.1758	LC/MS Neg	
CPD00891	tetrahydrocortisol sulfate (1)	Lipid	Corticosteroids	4276	445.1902	LC/MS Neg	
CPD00892	theanine	Xenobiotics	Food Component/Plant	2180	175.1077	LC/MS Pos Early	C01047
CPD00893	theobromine	Xenobiotics	Xanthine Metabolism	1600	181.072	LC/MS Pos Early	C07480
CPD00894	theophylline	Xenobiotics	Xanthine Metabolism	2356.9	179.0575	LC/MS Neg	C07130
CPD00895	thioproline	Xenobiotics	Chemical	1250	134.027	LC/MS Pos Early	
CPD00896	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	2384	135.0299	LC/MS Polar	C01620
CPD00897	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	692.7	118.051	LC/MS Neg	C00188
CPD00898	threonylphenylalanine	Peptide	Dipeptide	2322	265.1194	LC/MS Neg	
