compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00675	propyl 4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	3971	259.02818	LC/MS Neg	
CPD00676	pseudoephedrine	Xenobiotics	Drug - Respiratory	3041	166.12264	LC/MS Pos Early	C02765
CPD00677	pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1100	243.06226	LC/MS Neg	C02067
CPD00678	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	2343	168.06552	LC/MS Pos Early	C00250
CPD00679	pyridoxamine	Cofactors and Vitamins	Vitamin B6 Metabolism	2975	169.09716	LC/MS Pos Early	C00534
CPD00680	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	2185	182.04588	LC/MS Neg	C00847
CPD00681	pyridoxine (Vitamin B6)	Cofactors and Vitamins	Vitamin B6 Metabolism	2442	170.08117	LC/MS Pos Early	C00314
CPD00682	pyroglutamine*	Amino Acid	Glutamate Metabolism	1900	129.06586	LC/MS Pos Early	
CPD00683	pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	732.4	87.00877	LC/MS Neg	C00022
CPD00684	quinate	Xenobiotics	Food Component/Plant	2432.9	191.05611	LC/MS Polar	C00296
CPD00685	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	630	166.01458	LC/MS Neg	C03722
CPD00686	resveratrol disulfate (1)*	Xenobiotics	Food Component/Plant	2530	192.98886	LC/MS Neg	
CPD00687	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	1636	269.22639	LC/MS Pos Late	C00473
CPD00688	riboflavin (Vitamin B2)	Cofactors and Vitamins	Riboflavin Metabolism	3160	255.08873	LC/MS Neg	C00255
CPD00689	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	1528	114.05496	LC/MS Pos Early	C04322
CPD00690	saccharin	Xenobiotics	Food Component/Plant	2000	181.99173	LC/MS Neg	D01085
CPD00691	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1832.4	383.11431	LC/MS Neg	C00021
CPD00692	salicylate	Xenobiotics	Drug - Topical Agents	2195	137.02442	LC/MS Neg	C00805
CPD00693	salicyluric glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics	1463	370.07797	LC/MS Neg	
CPD00694	S-allylcysteine	Xenobiotics	Food Component/Plant	2690	162.05833	LC/MS Pos Early	
CPD00695	sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	1280	90.05496	LC/MS Pos Early	C00213
CPD00696	S-carboxymethyl-L-cysteine	Xenobiotics	Drug - Other	1490	180.03251	LC/MS Pos Early	C03727
CPD00697	sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	1788	201.11323	LC/MS Neg	C08277
CPD00698	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	1239	106.04987	LC/MS Pos Early	C00065
CPD00699	serotonin	Amino Acid	Tryptophan Metabolism	2550	177.10224	LC/MS Pos Early	C00780
CPD00700	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	880	134.02812	LC/MS Neg	
CPD00701	S-methylcysteine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	900	152.03759	LC/MS Pos Early	
CPD00702	S-methylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2555	164.07398	LC/MS Pos Early	C05319
CPD00703	spermidine	Amino Acid	Polyamine Metabolism	3355	146.16518	LC/MS Pos Early	C00315
CPD00704	sphingadienine	Lipid	Sphingolipid Synthesis	1350	298.27406	LC/MS Pos Late	
CPD00705	sphinganine	Lipid	Sphingolipid Synthesis	1413	302.30536	LC/MS Pos Late	C00836
CPD00706	sphinganine-1-phosphate	Lipid	Sphingolipid Synthesis	1431	382.27169	LC/MS Pos Late	
CPD00707	sphingomyelin (d17:1/14:0, d16:1/15:0)*	Lipid	Sphingomyelins	1950	661.52791	LC/MS Pos Late	
CPD00708	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Lipid	Sphingomyelins	2082	689.5592	LC/MS Pos Late	
CPD00709	sphingomyelin (d17:2/16:0, d18:2/15:0)*	Lipid	Sphingomyelins	1837	687.54355	LC/MS Pos Late	
CPD00710	sphingomyelin (d18:0/18:0, d19:0/17:0)*	Lipid	Dihydrosphingomyelins	2362	733.6218	LC/MS Pos Late	
CPD00711	sphingomyelin (d18:0/20:0, d16:0/22:0)*	Lipid	Dihydrosphingomyelins	2600	761.65311	LC/MS Pos Late	
CPD00712	sphingomyelin (d18:1/14:0, d16:1/16:0)*	Lipid	Sphingomyelins	1998	675.54355	LC/MS Pos Late	
CPD00713	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	Lipid	Sphingomyelins	2312	717.5905	LC/MS Pos Late	
CPD00714	sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingomyelins	2167	729.5905	LC/MS Pos Late	
CPD00715	sphingomyelin (d18:1/19:0, d19:1/18:0)*	Lipid	Sphingomyelins	2330	745.62178	LC/MS Pos Late	
CPD00716	sphingomyelin (d18:1/20:0, d16:1/22:0)*	Lipid	Sphingomyelins	2685	759.6375	LC/MS Pos Late	
CPD00717	sphingomyelin (d18:1/20:1, d18:2/20:0)*	Lipid	Sphingomyelins	2383	757.6218	LC/MS Pos Late	
CPD00718	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	Lipid	Sphingomyelins	2039	755.60615	LC/MS Pos Late	
CPD00719	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	Lipid	Sphingomyelins	2793	773.65311	LC/MS Pos Late	
CPD00720	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	Lipid	Sphingomyelins	2666	785.65311	LC/MS Pos Late	
CPD00721	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	Lipid	Sphingomyelins	2209	783.63746	LC/MS Pos Late	
CPD00722	sphingomyelin (d18:1/24:1, d18:2/24:0)*	Lipid	Sphingomyelins	3033	813.68441	LC/MS Pos Late	
CPD00723	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	Lipid	Sphingomyelins	3500	829.71571	LC/MS Pos Late	
CPD00724	sphingomyelin (d18:2/14:0, d18:1/14:1)*	Lipid	Sphingomyelins	1860	673.5279	LC/MS Pos Late	
CPD00725	sphingomyelin (d18:2/16:0, d18:1/16:1)*	Lipid	Sphingomyelins	2002	701.5592	LC/MS Pos Late	
CPD00726	sphingomyelin (d18:2/18:1)*	Lipid	Sphingomyelins	1904	727.57485	LC/MS Pos Late	
CPD00727	sphingomyelin (d18:2/21:0, d16:2/23:0)*	Lipid	Sphingomyelins	2330	771.63748	LC/MS Pos Late	
CPD00728	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	Lipid	Sphingomyelins	2845	799.66868	LC/MS Pos Late	
CPD00729	sphingomyelin (d18:2/23:1)*	Lipid	Sphingomyelins	2315	797.65308	LC/MS Pos Late	
CPD00730	sphingomyelin (d18:2/24:1, d18:1/24:2)*	Lipid	Sphingomyelins	2635	811.66868	LC/MS Pos Late	
CPD00731	sphingomyelin (d18:2/24:2)*	Lipid	Sphingomyelins	2215	809.65308	LC/MS Pos Late	
CPD00732	sphingosine	Lipid	Sphingosines	1393	300.28971	LC/MS Pos Late	C00319
CPD00733	sphingosine 1-phosphate	Lipid	Sphingosines	1375	380.25604	LC/MS Pos Late	C06124
CPD00734	stachydrine	Xenobiotics	Food Component/Plant	1440	144.10191	LC/MS Pos Early	C10172
CPD00735	stearidonate (18:4n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5395	275.20165	LC/MS Neg	C16300
CPD00736	stearoyl ethanolamide	Lipid	Endocannabinoid	1787	328.32101	LC/MS Pos Late	
CPD00737	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingomyelins	2400	731.60615	LC/MS Pos Late	C00550
CPD00738	stearoylcarnitine (C18)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1485	428.37344	LC/MS Pos Late	
CPD00739	stearoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	1520	370.36797	LC/MS Pos Late	
CPD00740	succinate	Energy	TCA Cycle	603	117.01933	LC/MS Neg	C00042
CPD00741	sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics	Food Component/Plant	4112	352.08601	LC/MS Neg	
CPD00742	sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	Food Component/Plant	4200	352.08601	LC/MS Neg	
CPD00743	sulfate*	Xenobiotics	Chemical	616	96.9601	LC/MS Neg	C00059
CPD00744	tartronate (hydroxymalonate)	Xenobiotics	Bacterial/Fungal	610	118.99859	LC/MS Neg	C02287
CPD00745	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	660	126.02195	LC/MS Pos Early	C00245
CPD00746	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	5250	498.28948	LC/MS Neg	C05465
CPD00747	taurocholate	Lipid	Primary Bile Acid Metabolism	5150	514.28439	LC/MS Neg	C05122
CPD00748	taurocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	4750	279.61422	LC/MS Neg	
CPD00749	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5257.4	498.28948	LC/MS Neg	C05463
CPD00750	taurohyocholate*	Lipid	Secondary Bile Acid Metabolism	5000	514.28439	LC/MS Neg	
CPD00751	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	5027	280.62205	LC/MS Neg	C03642
CPD00752	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5025	498.28948	LC/MS Neg	
CPD00753	tauroursodeoxycholic acid sulfate (1)	Lipid	Secondary Bile Acid Metabolism	4325	288.61951	LC/MS Neg	
CPD00754	tetradecadienoate (14:2)*	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5292	223.17035	LC/MS Neg	
CPD00755	tetradecanedioate (C14-DC)	Lipid	Fatty Acid, Dicarboxylate	4000	257.17583	LC/MS Neg	
CPD00756	tetrahydrocortisol sulfate (1)	Lipid	Corticosteroids	4276	445.19016	LC/MS Neg	
CPD00757	theobromine	Xenobiotics	Xanthine Metabolism	1600	181.07201	LC/MS Pos Early	C07480
CPD00758	theophylline	Xenobiotics	Xanthine Metabolism	2356.9	179.05745	LC/MS Neg	C07130
CPD00759	thioproline	Xenobiotics	Chemical	1250	134.02703	LC/MS Pos Early	
CPD00760	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	1514	120.06552	LC/MS Pos Early	C00188
CPD00761	threonylphenylalanine	Peptide	Dipeptide	2322	265.11938	LC/MS Neg	
CPD00762	thymol sulfate	Xenobiotics	Food Component/Plant	4410	229.054	LC/MS Neg	C09908
CPD00763	thyroxine	Amino Acid	Tyrosine Metabolism	4808	775.67944	LC/MS Neg	C01829
CPD00764	tiglylcarnitine (C5:1-DC)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2962	244.15434	LC/MS Pos Early	
CPD00765	trans-urocanate	Amino Acid	Histidine Metabolism	2285	139.05021	LC/MS Pos Early	C00785
CPD00766	tricosanoyl sphingomyelin (d18:1/23:0)*	Lipid	Sphingomyelins	3200	801.68441	LC/MS Pos Late	
CPD00767	triethanolamine	Xenobiotics	Chemical	1963	150.11247	LC/MS Pos Early	C06771
CPD00768	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1388	138.05496	LC/MS Pos Early	C01004
CPD00769	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	2100	76.07569	LC/MS Pos Early	C01104
CPD00770	trizma acetate	Xenobiotics	Chemical	1884	122.08117	LC/MS Pos Early	C07182
CPD00771	tryptophan	Amino Acid	Tryptophan Metabolism	2986	205.09716	LC/MS Pos Early	C00078
CPD00772	tryptophan betaine	Amino Acid	Tryptophan Metabolism	2673	247.14411	LC/MS Pos Early	C09213
CPD00773	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	1565	216.0336	LC/MS Neg	
CPD00774	tyrosine	Amino Acid	Tyrosine Metabolism	2430	182.08117	LC/MS Pos Early	C00082
CPD00775	umbelliferone sulfate	Xenobiotics	Food Component/Plant	2440	240.98123	LC/MS Neg	
CPD00776	undecanoate (11:0)	Lipid	Medium Chain Fatty Acid	5219.2	185.1547	LC/MS Neg	C17715
CPD00777	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	827	113.03456	LC/MS Pos Early	C00106
CPD00778	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	757.1	167.02106	LC/MS Neg	C00366
CPD00779	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	700	121.07201	LC/MS Pos Early	C00086
CPD00780	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1457.6	243.06226	LC/MS Neg	C00299
CPD00781	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5055	391.28538	LC/MS Neg	C07880
CPD00782	ursodeoxycholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	4328	235.11746	LC/MS Neg	
CPD00783	valdecoxib	Xenobiotics	Drug - Analgesics, Anesthetics	4575	313.06523	LC/MS Neg	D02709
CPD00784	valerate (5:0)	Lipid	Short Chain Fatty Acid	1718	101.0608	LC/MS Neg	C00803
CPD00785	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2479	118.08626	LC/MS Pos Early	C00183
CPD00786	valsartan	Xenobiotics	Drug - Cardiovascular	4228	434.21976	LC/MS Neg	
CPD00787	vanillactate	Amino Acid	Tyrosine Metabolism	1625	211.06119	LC/MS Neg	
CPD00788	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	941	197.04555	LC/MS Neg	C05584
CPD00789	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	910	151.02615	LC/MS Neg	C00385
CPD00790	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1075	283.0684	LC/MS Neg	C01762
CPD00791	xanthurenate	Amino Acid	Tryptophan Metabolism	1476	204.03023	LC/MS Neg	C02470
CPD00792	ximenoylcarnitine (C26:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1607	538.48299	LC/MS Pos Late	
